id,start_char,end_char,label,text,context
AC15207833,35664,35670,PER,Madvig,"derholung von debes, die auch Madvig annahm (Adv. erit. II, p-422)"
AC15207833,38919,38926,PER,Senecas,ischenreden in den. Schriften Senecas. Es bedarf hier des einführen
AC15207833,39680,39683,LOC,Cap,"uche, Cap. 7: 
Es soll die in Cap. 6 entwickelte Theorie, dass."
AC15207833,41026,41032,PER,Seneca,"issenserforschung, welche ihm Seneca in den Mund legt, mit dem Sat"
AC15207833,42584,42590,PER,Caesar,"ihn so gestaltet: ‚potes hoc, Caesar, audacter praedicare, omnia a"
AC15207833,43037,43043,PER,Heller,"t, wenn abgerechnet wird, bei Heller und Pfennig darzählen kann, N"
AC15207833,45493,45500,PER,Lipsius,"d unmögliche Wendung sei, hat Lipsius richtig gesehen. Auch würde w"
AC15207833,45746,45753,PER,Senecas,der bildlichen Ausdrucksweise Senecas nicht. ! ! Ich benütze die ge
AC15207833,47033,47039,PER,Seneca,"morsus subit (morsus ist, bei Seneca beliebt für ‚Kränkung‘ z. B. "
AC15207833,47450,47454,PER,Koch,"i. in der Blüthe hinwegführt. Koch wollte deeutit, Gertz deeidit"
AC15207833,47774,47779,PER,Haase,"Pineianus altius, Fickert und Haase kehrten zu acrius zurück, Koc"
AC15207833,47806,47810,PER,Koch,"ase kehrten zu acrius zurück, Koch und Gertz folgten Pincianus. "
AC15207833,48338,48343,PER,Haase,"en, was 

Gleichwohl scheinen Haase und Gertz recht gethan zu hab"
AC15207833,48348,48353,PER,Gertz,"Gleichwohl scheinen Haase und Gertz recht gethan zu haben, wenn s"
AC15207833,50162,50171,LOC,Breslauer,rd man Haase (Adnot. erit. im Breslauer Lectionscatalog vom Jahre 185
AC15207833,50405,50411,PER,Seneca,"h die fragliche, spricht sich Seneca, gleichsam prineipiell aus Ep"
AC15207833,50615,50622,PER,Lipsius,"oniensis angeführt. Schon bei Lipsius in der vierten Auflage, nicht"
AC15207833,54963,54971,PER,Hannibal,"tus est qui vicit. Ep. 51, 5 (Hannibal) armis vieit, vitiis vietus e"
AC15208098,92,98,LOC,Neapel,Enthüllungen über den Hof von Neapel 1796—18106. Mit biographische
AC15208098,192,212,PER,Freiherrn v. Helfert,"tar und einem Anhang versehen Freiherrn v. Helfert. 1. 

In einem vor. mehreren "
AC15208098,1957,1964,LOC,Amerika," nun sein Manuscript mit nach Amerika, um es dort drucken zu lassen"
AC15208098,2430,2437,LOC,Italien,"er Art politischer Agentur in Italien weilender Yankee, da man ja n"
AC15208098,2717,2762,PER,D. Bernardo Maresca Marchese di Serracapriola,"meines literarischen Freundes D. Bernardo Maresca Marchese di Serracapriola zu wenden, erhielt aber die A"
AC15208098,4152,4166,PER,Ceeco di Vanni,m berüchtigten Strassenräuber Ceeco di Vanni aus Senno mit der Zeit der ho
AC15208098,4240,4258,ORG,Conti di Monderoso,nd hochgebietende Ahnherr der Conti di Monderoso und Marchesi di Pescara gewor
AC15208098,4716,4722,PER,Stuart,"lmässig Stuard schreibt statt Stuart, Bentink statt Bentinck, oder"
AC15208098,4724,4731,PER,Bentink,"Stuard schreibt statt Stuart, Bentink statt Bentinck, oder gar Hame"
AC15208098,4757,4763,PER,Hamest,"tink statt Bentinck, oder gar Hamest statt Amherst?! Diese letzter"
AC15208098,4770,4777,PER,Amherst,"ntinck, oder gar Hamest statt Amherst?! Diese letztere Verschiebung"
AC15208098,6502,6508,LOC,Neapel,"nen, von dessen Berichten aus Neapel und Palermo von 1796 bis 1814"
AC15208098,6513,6520,LOC,Palermo,ssen Berichten aus Neapel und Palermo von 1796 bis 1814 ich wohl me
AC15208098,9420,9430,ORG,Sua Maestä,a Karolina selten anders als ‚Sua Maestä‘ und mit Ausdrücken unbedingt
AC15208098,10715,10721,LOC,Neapel,"ri gegen Ende October 1796 in Neapel eingetroffen, von welcher Zei"
AC15208098,12125,12131,LOC,Neapel," Functionärs über den Hof von Neapel, an welchem derselbe durch na"
AC15208098,12441,12445,LOC,Wien,nd .die darum ohne Frage nach Wien eingeschickt - werden müsse. 
AC15208098,15598,15601,LOC,Rom,"n, in welchem er um 1757 nach Rom ging, um daselbst der höheren"
AC15208098,15916,15951,ORG,Gesellschaft der Agiati in Roveredo,"stadt, zugleich Mitglied ‘der Gesellschaft der Agiati in Roveredo, erwirkte er, als es zur baul"
AC15208098,16031,16037,LOC,Trient,"r Kirche 8. Apollinare nächst Trient kam, dass ein Theil der Grund"
AC15208098,16516,16525,LOC,Lombardei,"ollmächtigten Minister in der Lombardei, widmete.’ Im Jahre darauf tr"
AC15208098,17178,17183,PER,Simon,"ar 1769 seinen älteren Bruder Simon, am 4. Februar 1774 seine Mut"
AC15208098,17645,17650,LOC,Padua," gleich am nächsten Tage nach Padua ab. 
Öresceri’s Vater hatte a"
AC15208098,17954,17962,PER,Giuseppe," Umstandes willen dessen Sohn Giuseppe, Giangiacomo’s Bruder, den Ka"
AC15208098,18303,18316,PER,Giovanni Batt,rden war. (Ein dritter Bruder Giovanni Batt. scheint bei den k. k. Dragon
AC15208098,18483,18487,LOC,Wien,"b sich Baron Giangiacomo nach Wien, um sich von Kaiser Leopold I"
AC15208098,18501,18519,PER,Kaiser Leopold II.,"iacomo nach Wien, um sich von Kaiser Leopold II. entweder den Wiederbezug der "
AC15208098,18675,18690,PER,Simon Corradini," der k. k. Botschaftsseeretär Simon Corradini, der: in Abwesenheit des Bots"
AC15208098,19019,19032,PER,Fürst Kaunitz,"ng der Republik Venedig‘, wie Fürst Kaunitz am 10. Juni 1791 in einem all"
AC15208098,19962,19971,PER,Corradini,berufenen Botschaftssecretärs Corradini auszufitllen. Der Kaiser gene
AC15208098,20190,20197,LOC,Venedig," 
Kaiserlicher Botschafter in Venedig war seit 1784 Karl des H. R. "
AC15208098,20830,20837,LOC,Venedig,"n Corradini den Aufenthalt in Venedig zu ermöglichen, eine Wohnung "
AC15208098,20957,20961,LOC,Wien,z an seinem Tische gönnte. In Wien drückte man zu diesem sonderb
AC15208098,21304,21311,LOC,Venedig,"ollen Gehaltes anzuweisen, in Venedig zu bleiben, um dem demnächst "
AC15208098,21602,21608,PER,Thugut,allerunterthänigsten Vortrag 'Thugut’s vom 22. Juli 1796 ‚mit sein
AC15208098,21828,21834,LOC,Neapel,"Nacht des 27. October 1796 in Neapel an, wo er nunmehr dem k. k. G"
AC15208098,22548,22556,LOC,Sieilien,"8 die königliche Familie nach Sieilien übersiedelte, begleitet von d"
AC15208098,22716,22722,LOC,Neapel,iteres als Geschäftsträger in Neapel zurück und hatte in den Tagen
AC15208098,23366,23372,LOC,Neapel,". u. V. 78 Anm. Bezwinger von Neapel, 23. Februar, waren ohne Zwei"
AC15208098,23458,23464,LOC,Neapel,"undlich. Cresceri schrieb von Neapel aus einerseits nach Wien, and"
AC15208098,23485,23489,LOC,Wien,"on Neapel aus einerseits nach Wien, anderseits, soviel als es di"
AC15208098,23847,23853,LOC,Neapel," Am 14. Februar gelang es ihm Neapel zu verlassen und sich, wie es"
AC15208098,23929,23936,LOC,Palermo,"hne einen grossen Umweg, nach Palermo einzuschiffen, wo er am 26. e"
AC15208098,25110,25115,LOC,Tirol,"eri, der seine Zeit theils in Tirol, theils in Wien zubrachte, er"
AC15208098,25127,25131,LOC,Wien,"it theils in Tirol, theils in Wien zubrachte, erhielt mittlerwei"
AC15208098,26033,26040,LOC,Palermo," des bourbonischen Hofes nach Palermo, die neuerliche, diesmal unbl"
AC15208098,26090,26096,LOC,Neapel,esmal unblutige Besetzung von Neapel durch die Franzosen und die E
AC15208098,26281,26284,LOC,Sta,"Sieilien aus in der Bucht von Sta. Eufemia, die Niederlage des "
AC15208098,26411,26416,LOC,Gaöta," die Capitulation der Festung Gaöta an die Franzosen, 18. Juli, u"
AC15208098,26809,26816,LOC,Palermo,"iesen Zweck am 12. October in Palermo, dem abermaligen Aufenthalte "
AC15208098,29405,29412,LOC,Messina,"i und daher für den Winter in Messina zu bleiben gedenke. 
Öresceri"
AC15208098,30206,30218,PER,Alvaro Ruffo,rbonische Gesandte Commandeur Alvaro Ruffo und Graf Stadion über eine Fo
AC15208098,31313,31319,ORG,Legge‘,pplicazione studiato anche la Legge‘ —; nur möchte es irgendwo in 
AC15208098,31497,31502,LOC,Malta,"m Vorwande genommen,? die von Malta auf Gozzo übergesprungen war "
AC15208098,32079,32082,LOC,Rom," werden. Er deutete dabei auf Rom, wo es doch, nach den entsche"
AC15208098,32171,32181,LOC,Frankreich,"bündeten Waffen nicht blos in Frankreich sondern auch in Italien, alle"
AC15208098,32198,32205,LOC,Italien,"in Frankreich sondern auch in Italien, allen Anschein habe, dass di"
AC15208098,32397,32404,LOC,Italien," irgend ein anderer Posten in Italien finden, mit welchem man ihn b"
AC15208098,32476,32487,LOC,Oesterreich,"e. 
Mittlerweile war zwischen Oesterreich und Neapel ein Bündnissvertra"
AC15208098,32492,32498,LOC,Neapel, war zwischen Oesterreich und Neapel ein Bündnissvertrag geschloss
AC15208098,32974,32977,LOC,Rom,"rholt auf seinen Wunsch, nach Rom versetzt zu werden, zurück; f"
AC15208098,33010,33017,LOC,Palermo,"rsetzt zu werden, zurück; für Palermo, meinte er, werde bis auf wei"
AC15208098,33285,33288,LOC,Rom,"tern als Geschäftsträger nach Rom bestimmt sei, Ende April 1814"
AC15208098,33376,33384,LOC,Lissabon," wissen, dass Lebzeltern nach Lissabon zu kommen wünschte, wo dann d"
AC15208098,33660,33667,LOC,Venedig,"Gebiete des Kaiserstaates, in Venedig oder in Trient, ‚meiner Vater"
AC15208098,33676,33682,LOC,Trient,"erstaates, in Venedig oder in Trient, ‚meiner Vaterstadt, indem ic"
AC15208098,34428,34434,LOC,Neapel,"erresidenten von Palermo nach Neapel, am 11./12. Juli darauf kam d"
AC15208098,34487,34511,PER,Fürst Ludwig Jablonowski,"f kam der neue k. k. Gesandte Fürst Ludwig Jablonowski an, der seinem Vorgänger zugl"
AC15208098,35400,35426,ORG,k. k. Allgemeine Hofkammer,"essen‘, welchen Vorbehalt die k. k. Allgemeine Hofkammer in einem am 15. August an die"
AC15208098,35739,35746,LOC,Italien,"h wie vor dahin gerichtet, in Italien zu bleiben, dessen Luft, dess"
AC15208098,36177,36193,PER,Fürst Metternich,"ni la vita‘, 15. August 1815. Fürst Metternich erklärte sich jedoch ausser S"
AC15208098,36403,36409,LOC,Neapel," was denn dieser in einem aus Neapel, 26. Januar 1816, datirten Ge"
AC15208098,36496,36499,LOC,Rom,"tte anfangs den Aufenthalt zu Rom im Auge, zog aber zuletzt sei"
AC15208098,38182,38188,PER,Medici,"führen, p. 11, die Verhaftung Medici’s — eine Thatsache, die aller"
AC15208098,38265,38271,LOC,Neapel," vor Cresceri’s Eintreffen in Neapel fällt — in das Jahr 1794, wäh"
AC15208098,38433,38439,LOC,Neapel," anno dopo‘ (p. 15) jener mit Neapel, sondern es lagen zwischen de"
AC15208098,39155,39168,PER,Öonte di Ruvo,"g von Andria mit dessen Sohne Öonte di Ruvo verwechselt, was wohl auch ei"
AC15208098,40405,40411,PER,Medici,"führen, p. 11, die Verhaftung Medici’s — eine Thatsache, die aller"
AC15208098,40488,40494,LOC,Neapel," vor Cresceri’s Eintreffen in Neapel fällt — in das Jahr 1794, wäh"
AC15208098,40656,40662,LOC,Neapel," anno dopo‘ (p. 15) jener mit Neapel, sondern es lagen zwischen de"
AC15208098,40781,40784,LOC,Rom,er Tod des Generals Duphot in Rom wird p. 21 ‚alla metä dell’ a
AC15208098,40973,40979,LOC,Neapel,sischen Gesandten Lacombe aus Neapel und der Rückkunft Ferdinand’s
AC15208098,41522,41528,LOC,Neapel,"00 Gulden Wiener Währung nach Neapel‘ gestattete, mit dem Zusatze,"
AC15208098,41887,41926,ORG,Saera Imperiale Regia Apostolica Maestk,"resceri’s Hand, worin er die ‚Saera Imperiale Regia Apostolica Maestk‘ zum viertenmal aus Neapel an"
AC15208098,41947,41953,LOC,Neapel,"ca Maestk‘ zum viertenmal aus Neapel anfleht, ‚che voglia avere la"
AC15208098,42873,42886,PER,Paul Plancher,"er Vertreter, der Handelsmann Paul Plancher oder Planker, den beweglichen"
AC15208098,43088,43102,ORG,Corse Saladini,"her der Argwohn aufstieg, der Corse Saladini möchte im letzten Augenblick "
AC15208098,43221,43238,PER,Fürst Jablonowski,"gemacht haben, so wandte sich Fürst Jablonowski an den Minister Circello mit "
AC15208098,45050,45060,PER,Metternich,"g ‚sub beneficio inventarii‘, Metternich an Jablonowski 6. November 18"
AC15208098,46535,46545,PER,Braumüller,"he Weltherrschaft; Wien 1878, Braumüller. Z. V. = Zeugenverhör über M."
AC15208098,46573,46587,PER,M. K. von Oest,er. Z. V. = Zeugenverhör über M. K. von Oest. etc. aus der Zeit K. K. = Kö
AC15208098,46861,46867,LOC,Neapel,ratio Nelson im Juni 1799 vor Neapel; hist. Jahrbuch der Görres-Ge
AC15208098,47010,47014,LOC,Wien,"ovember 1798 bis August 1799; Wien, Braumüller 1882. A.u. V. = M"
AC15208098,47016,47026,PER,Braumüller,"r 1798 bis August 1799; Wien, Braumüller 1882. A.u. V. = Maria Karolin"
AC15208098,47043,47073,PER,Maria Karolina von Oesterreich,"n, Braumüller 1882. A.u. V. = Maria Karolina von Oesterreich, Königin von Neapel und Sicil"
AC15208098,47843,47861,PER,La Touche Treville,"it des französischen Admirals La Touche Treville im Golf von Neapel, December "
AC15208098,47874,47880,LOC,Neapel,"a Touche Treville im Golf von Neapel, December 1792 bis Januar 179"
AC15208098,48028,48040,PER,Nicola Fiani,er der königlichen Leibgarden Nicola Fiani auf den Schreibtisch Ferdinan
AC15208098,48678,48684,LOC,Neapel,Pignatelli als Gouverneur von Neapel und vom Fürsten von Casteleic
AC15208098,49012,49018,LOC,Neapel,enblicke seines Auftretens in Neapel eingenommen worden zu sein sc
AC15208098,49354,49371,ORG,Guardie del Corpo,"rs und durch diesen unter die Guardie del Corpo gesteckt, habe sich in einem "
AC15208098,49813,49823,PER,Pignatelli,", dem Stadtgouverneur General Pignatelli als Hauptmann-Adjutant zur Se"
AC15208098,50245,50264,ORG,Segretaria di Stato,"en Conte Garzia, Officier der Segretaria di Stato, ausgeführt, mit dessen Gatti"
AC15208098,50453,50461,LOC,Sieilien,Jahre später‘ habe er dann in Sieilien eine Tochter dieses Garzia ge
AC15208098,51816,51823,LOC,Carmine,er ‚Jüngling‘ d’Amato habe in Carmine Masg;iore nichts anderes bega
AC15208098,52653,52657,LOC,Wien,"raf Esterhäzy wiederholt nach Wien berichtet, und ‘ebenso über d"
AC15208098,52752,52758,PER,Medici,te später erfolgte Verhaftung Medici’s und dessen strafgerichtlich
AC15208098,55379,55391,PER,Pagliuchella,"en und sich Helfershelfer wie Pagliuchella und Scarpariello zu suchen, u"
AC15208098,55396,55408,PER,Scarpariello,"rshelfer wie Pagliuchella und Scarpariello zu suchen, um durch diese die"
AC15208098,57376,57382,LOC,Neapel,"anische Joch, das den Hof von Neapel ebenso schwer gedrückt als un"
AC15208098,60241,60247,LOC,Medici," habe er es eingeleitet, dass Medici ausgesandt wurde um in Genua "
AC15208098,60271,60276,LOC,Genua,"Medici ausgesandt wurde um in Genua ein Anleihen zu negociiren, w"
AC15208098,60317,60323,LOC,Neapel,"en zu negociiren, während von Neapel aus insgeheim alles geschah, "
AC15208098,61201,61207,LOC,Neapel,Als Cresceri seinen Dienst in Neapel antrat und sich an seinem neu
AC15208098,62597,62610,ORG,Giunta. Vanni," Zweck besonders eingesetzten Giunta. Vanni ist ihm ein ‚strenger, aber u"
AC15208098,67289,67295,PER,Ariola,"ränktheit des Kriegsministers Ariola, der, für seine Person ehrlic"
AC15208098,68791,68794,LOC,Rom,"scheidende Rolle. Mack war in Rom einmarschirt, Macdonald hatte"
AC15208098,68903,68913,LOC,Engelsburg,eine ‚kleine Besatzung in der Engelsburg zurückgelassen; an diese Besa
AC15208098,69353,69359,LOC,Neapel,"ie französische Gesandtschaft Neapel, unter dem ausgelassenen Jube"
AC15208098,70774,70777,LOC,Rom,"’ Uovo laut werden lassen.’ 

Rom ist verloren, das königliche "
AC15208098,71434,71441,PER,Ferreri, unglückliche Cabinetscourier Ferreri! ist eines der beklagenswerth
AC15208098,71729,71737,LOC,Sieilien,rbereitungen zur Abfahrt nach Sieilien seit mehreren Tagen in aller 
AC15208098,74268,74300,ORG,questa incomparabile princepessa,"welche dasselbe nur Lob hat, ‚questa incomparabile princepessa‘ (p. 3), die nur das Unglück "
AC15208098,74957,74976,ORG,honnete loyal ferme,hüllungen überein-Seite hin (‚honnete loyal ferme‘) so viel als möglich zu besc
AC15208098,75732,75739,PER,Ferreri,"azu jener grässliche Fall mit Ferreri gewesen sei, diesen Entschlus"
AC15208098,75841,75847,LOC,Neapel,t der königlichen Familie von Neapel ging ein tragisches Ereignis 
AC15208098,76277,76285,LOC,Sicilien,nahme auf ein Schiff des nach Sicilien abfahrenden königlichen Gesch
AC15208098,76927,76933,LOC,Neapel,"nni zu sprechen? Er bleibe in Neapel!‘ 4. 

Nach der Abfahrt der k"
AC15208098,77024,77030,LOC,Neapel,ri noch an die zwei Monate in Neapel zurück und war folglich ohne 
AC15208098,77163,77168,LOC,Capua,chen mittheilt. Mack verlässt Capua und überlässt den Oberbefehl 
AC15208098,77245,77251,LOC,Neapel," sich unmittelbar darauf nach Neapel begibt, während der Herzog de"
AC15208098,79610,79628,PER,Prosdocimo Rotondo,"zu anführt, die Anklage gegen Prosdocimo Rotondo (p. 71), die Hinrichtung der "
AC15208098,80113,80119,LOC,Neapel,menseins mit den Franzosen in Neapel nicht weiter auslässt. Denn u
AC15208098,80278,80282,LOC,Wien,"gleichzeitigen Berichten nach Wien vorfindet, von denen, nebenbe"
AC15208098,80501,80509,LOC,Sieilien,en Umstände seiner Reise nach Sieilien u. dgl. Umgekehrt berichtet e
AC15208098,80572,80579,LOC,Palermo,"on dem, was in jenen Tagen zu Palermo geschah, nur nach ihm geworde"
AC15208098,80726,80732,LOC,Neapel,"gekommen, eine. Fregatte nach Neapel, um ‚seine Jagdhunde und den "
AC15208098,81214,81220,LOC,Neapel,"63 sgu., ‚so will ich mich in Neapel nur aufhalten, um mich über d"
AC15208098,81658,81666,LOC,Sieilien,"te, ja bis auf die Fahrt nach Sieilien. Die Unterschlagung der Gelde"
AC15208098,81798,81804,LOC,Castel,"tte erheben lassen, um sie in Castel Nuovo in Sicherheit zu bringe"
AC15208098,81882,81893,PER,Guillichini,"dliche Eigennutz des Obristen Guillichini, ‚einer Creatur Acton’s dem e"
AC15208098,82329,82342,PER,Diego Naselli," der Einschiffung der Truppen Diego Naselli’s und Roger Damas’, damit die"
AC15208098,82393,82399,LOC,Neapel,"damit diese nicht früher nach Neapel zurückkämen, als bis dort die"
AC15208098,82792,82801,LOC,Calabrien,"seine Truppen, statt sie nach Calabrien zu führen, auseimandergehen l"
AC15208098,82848,82854,LOC,Neapel,"mandergehen lässt und dann in Neapel auf die Papiere, die er dem H"
AC15208098,83192,83198,PER,Medici,". 66; die zweideutige Haltung Medici’s, die ihm seitens der republ"
AC15208098,84107,84149,PER,Bernardo Maresca Marchese di Serracapriola,"Vaterlandes so viel verdiente Bernardo Maresca Marchese di Serracapriola in Arch. Nap. X, fase. 1 eine"
AC15208098,84599,84604,LOC,Aless," dabei auf einen Ausspruch in Aless. Verri, Vicende memorabili, l"
AC15208098,84606,84611,LOC,Verri,"auf einen Ausspruch in Aless. Verri, Vicende memorabili, lib. VII"
AC15208098,84998,85008,ORG,Il Sannita,ceiolo mit dem Linienschiffe ‚Il Sannita‘ und der Fregatte ‚Aretusa‘ e
AC15208098,85028,85035,ORG,Aretusa,Il Sannita‘ und der Fregatte ‚Aretusa‘ eine Anzahl von Kauffahrteis
AC15208098,85078,85085,LOC,Livorno," von Kauffahrteischiffen nach Livorno und Genua zu geleiten hat, bi"
AC15208098,85090,85095,LOC,Genua,"rteischiffen nach Livorno und Genua zu geleiten hat, bis zum 4. F"
AC15208098,85229,85235,LOC,Neapel," die Erlaubnis erbittet, nach Neapel gehen zu dürfen.‘ Es war dies"
AC15208098,85547,85553,LOC,Neapel,ihm bei seiner Rückkunft nach Neapel seitens der republikanischen 
AC15208098,86077,86087,ORG,Foudroyant,"ne Bericht, eben an Bord des ‚Foudroyant‘ weilte, kam der todte Caracc"
AC15208098,86868,86882,ORG,palla di ferro,"nn einmal hat die Leiche die ‚palla di ferro‘ nicht mehr an den Beinen, le"
AC15208098,87421,87431,LOC,Sta. Lucia,aria la Catena am Strande von Sta. Lucia nahm die Reste des unglücklic
AC15208098,88548,88563,ORG,Giunta del Buon,"es nicht richtig, dass diese ‚Giunta del Buon Governo‘, wie man nach der Da"
AC15208098,88882,88891,PER,Simonetti,"ersten Regierungsrathes waren Simonetti, Spinelli, Zurlo, Parisi, Mig"
AC15208098,88893,88901,PER,Spinelli,"erungsrathes waren Simonetti, Spinelli, Zurlo, Parisi, Migliorini. D"
AC15208098,88903,88908,PER,Zurlo,"es waren Simonetti, Spinelli, Zurlo, Parisi, Migliorini. Der Memo"
AC15208098,88910,88916,PER,Parisi,"n Simonetti, Spinelli, Zurlo, Parisi, Migliorini. Der Memoirist sc"
AC15208098,88918,88928,PER,Migliorini,"tti, Spinelli, Zurlo, Parisi, Migliorini. Der Memoirist schildert uns "
AC15208098,89465,89472,LOC,Procida, Carluecio zum Gouverneur von Procida durchgesetzt habe. Die Miswir
AC15208098,89768,89774,LOC,Neapel,"d Trowbridge im Juli 1799 aus Neapel in seine Heimat, das Bestrebe"
AC15208098,90896,90903,LOC,Palermo,"gung war so gross, dass es in Palermo nicht unbekannt bleiben konnt"
AC15208098,91140,91149,PER,Ferdinand,"06 sgu. 
Unter den Diplomaten Ferdinand’s lernen wir Antonio, Michero"
AC15208098,91163,91170,PER,Antonio,"omaten Ferdinand’s lernen wir Antonio, Micheroux als einen solehen "
AC15208098,91264,91269,LOC,Paris, im Spiel der erste Consul in Paris sich für seine Zwecke nutzbar
AC15208098,91375,91382,LOC,Florenz,"den Friedensverhandlungen von Florenz, März 1801, zum gefügigen Wer"
AC15208098,91619,91627,LOC,Sieilien,"Unwesens in Neapel willen, in Sieilien weilte. Baron ÜÖresceri hatte"
AC15208098,91658,91664,LOC,Neapel,weilte. Baron ÜÖresceri hatte Neapel’ am 14. Februar 1799 verlasse
AC15208098,91739,91746,LOC,Palermo," zwölf Tage später, am 26. in Palermo ein. Er muss also einen gross"
AC15208098,91858,91863,LOC,Siena,"n nicht unmöglich, dass er in Siena mit dem Fürsten Pignatelli-Mo"
AC15208098,92870,92877,LOC,Palermo,"st jetzt seinen Aufenthalt in Palermo hat, kann er von dem, was zur"
AC15208098,93239,93245,LOC,Neapel,ei Erzählung der Einnahme von Neapel Früheres und Späteres bunt du
AC15208098,93342,93350,LOC,Brindisi,en p. 87 bei der Wegnahme von Brindisi durch die Republicaner erwähn
AC15208098,93621,93629,LOC,Brindisi,"Dass Boccheciampe in oder bei Brindisi ums Leben gekommen, war nicht"
AC15208098,93692,93699,LOC,Palermo,"chtig, wurde aber am Hofe von Palermo mit Bedauern geglaubt,? was d"
AC15208098,93956,93970,PER,Fabrizio Ruffo,eit oder Ungiltigkeit der von Fabrizio Ruffo mit den Besatzungen der Caste
AC15208098,94525,94529,LOC,Wien," die Abreise der Königin nach Wien. 
Die Mittheilungen über das "
AC15208098,95757,95775,PER,Prosdocimo Rotondo,"se, dem Marchese von Genzano, Prosdocimo Rotondo und Nicola de Meo das Schaffo"
AC15208098,95780,95793,PER,Nicola de Meo,"nzano, Prosdocimo Rotondo und Nicola de Meo das Schaffot besteigen sollen"
AC15208098,96545,96552,LOC,Palermo,"wesen sei, warum man sie nach Palermo kommen lassen, so entsteht di"
AC15208098,97045,97052,LOC,Palermo," dass ihre Entbindung erst in Palermo, wohin sie der Untersuchung h"
AC15208098,98160,98167,LOC,Palermo,", wenn immer sich am Hofe von Palermo die Möglichkeit zeigte dass i"
AC15208098,99380,99387,LOC,Palermo,"rolina um diese Zeit nicht in Palermo, sondern in Schönbrunn war. W"
AC15208098,99400,99410,LOC,Schönbrunn," nicht in Palermo, sondern in Schönbrunn war. Wenn man jedoch erwägt, "
AC15208098,99528,99535,LOC,Palermo," grösste Aufsehen am Hofe von Palermo machte, seit dem Hochsommer 1"
AC15208098,99642,99649,LOC,Palermo," sie sich am 10. Juni 1800 in Palermo einschiffte, die Ueberzeugung"
AC15208098,99986,99990,LOC,Wien,"lich von ihrer Reise oder von Wien ı F. R. 478. 4 | | aus, wo si"
AC15208098,100175,100186,PER,Alex. Dumas,"und auch von Fabulierern (von Alex. Dumas in einem eigenen Roman, von A"
AC15208098,100215,100230,PER,Alfred Meissner,"s in einem eigenen Roman, von Alfred Meissner, wenn ich mich recht erinnere"
AC15208098,101037,101042,PER,Croce,: ‚Claudite jam rivos“. Durch Croce’s Untersuchung nun werden all
AC15208098,101471,101490,PER,Don Antonio Villari,"e, namentlich des angesehenen Don Antonio Villari. Eine Entbindung der San Feli"
AC15208098,102527,102542,PER,Benedetto Croce,werden durch die Untersuchung Benedetto Croce’s die Angaben unseres Manuscr
AC15208098,102652,102674,PER,Erzherzogin Clementine, 72 und von der Fürbitte ‚der Erzherzogin Clementine in ihrem Wochenbett p. 86—89;
AC15208098,103790,103797,LOC,Palermo,"Königin entschliessen konnte, Palermo zu einer Zeit ‘zu verlassen, "
AC15208098,104276,104280,LOC,Wien,"er Franz sie eingeladen, nach Wien zu kommen, und nunmehr der Au"
AC15208098,105134,105141,LOC,Palermo,en liess. Bei der Abfahrt von Palermo begleitete Ferdinand IV. sein
AC15208098,108284,108291,LOC,Livorno,die Seinen auf der Fahrt nach Livorno und von da wieder nach Triest
AC15208098,108315,108321,LOC,Triest,"ivorno und von da wieder nach Triest zu bestehen haben, dass es sc"
AC15208098,113459,113477,PER,Don Nicola Folgore,erhältnis zur Frau des Majors Don Nicola Folgore u. dgl. klingt nicht sehr erb
AC15208098,114041,114057,PER,Gregorio Lamanna,"li bekleidet einen Abruzzesen Gregorio Lamanna, der unter dem Verdacht aller"
AC15208098,114666,114682,ORG,Ferdinandsordens,"delstribunals, Grosskreuz des Ferdinandsordens etc. 
In den anderen Zweigen "
AC15208098,116002,116007,PER,Zurlo, Am Ende war all. das weniger Zurlo’s Schuld als jene der Verhält
AC15208098,116342,116347,PER,Zurlo,", deren gebietende Macht auch Zurlo’s Nachfolger nicht zu überwin"
AC15208098,119666,119680,PER,Fabrizio Ruffo,"egenheit zurückzukommen; aber Fabrizio Ruffo, der davon erfahren, mied den"
AC15208098,119766,119773,LOC,Portici,"eines Tages in den Gärten von Portici traf, vor allem Volk auf ihn "
AC15208098,121063,121072,LOC,Barcelona,"nicht die junge Prinzessin im Barcelona alles in Erstaunen, als sie d"
AC15208098,121592,121612,PER,Giov. Battista Rodio,"agen weiss, ist der Brigadier Giov. Battista Rodio, zu Anfang der Revolution von"
AC15208098,121914,121921,LOC,Cosenza,"o königlicher Generalvicar in Cosenza, mit dem Auftrage, über die p"
AC15208098,122303,122309,LOC,Neapel,em französischen Gesandten in Neapel in fortwährender Spannung: Al
AC15208098,122355,122360,LOC,Paris,r Spannung: Alquier klagte in Paris über die soldatischen Ausschr
AC15208098,123563,123569,LOC,Neapel," kaiserliche Gesandtschaft in Neapel über viel wichtigere Dinge, w"
AC15208098,123649,123656,LOC,England,"lianz zwischen Frankreich und England, damals die längste Zeit im u"
AC15208098,124420,124426,LOC,Neapel,"heraus, die er an den Hof von Neapel stellte: Auflösung des Pesteo"
AC15208098,124680,124693,PER,Fürst Cardito," Königin, das ihr Abgesandter Fürst Cardito dem Grafen Gouvion überbracht"
AC15208098,124985,124992,LOC,Mailand,sste Cardito bald darauf nach Mailand zur grossen Cour des neuen Kö
